SM_Name,Customer_Name,Phone_Number
CHRISTOPHER NUHU ,JEKTEC INTERNATIONAL SCHOOL,08036355134
CHRISTOPHER NUHU ,CAPVILLE SCHOOL,08163852422
CHRISTOPHER NUHU ,"GOLDEN GIFT ACADEMY, KUBWA",08035655764
CHRISTOPHER NUHU , BEN NICE INT'L SCHOOL (PRIMARY), 07071831005
CHRISTOPHER NUHU , BEN NICE INT'L SCHOOL (SECONDARY)*, 08069310593
CHRISTOPHER NUHU ,NOTRE DAME SHALOM SCHOOL (SECONDARY), 09063302377
CHRISTOPHER NUHU ,EDUPATH INTERNATIONAL SCHOOL,08065265574
CHRISTOPHER NUHU ,BETHEL HEIGHTS INTERNATIONAL SCHOOL,08038043266
CHRISTOPHER NUHU ,ACTVIC INTERNATIONAL SCHOOL,08036491284
CHRISTOPHER NUHU ,HOLY SISTERS ACADEMY (PRIMARY AND SECONDARY),08067006509
CHRISTOPHER NUHU ,FINE TRUST INTERNATIONAL ACADEMY (PRIMARY AND SECONDARY),09028035200
CHRISTOPHER NUHU ,CITY ROYAL INTERNATIONAL SCHOOL (PRIMARY AND SECONDARY),08032716289
CHRISTOPHER NUHU ,ALKAWTHAR COMPREHENSIVE ISLAMIC PRIMARY AND SECONDARY SCHOOL,08135171901
CHRISTOPHER NUHU ,GODS TOUCH ACADEMY PRIMARY AND SECONDARY SCHOOL,09135530073
CHRISTOPHER NUHU ,WASCO INTERNATIONAL SCHOOL,09038654658
CHRISTOPHER NUHU ,GRACE OF CHRIST SCHOOL (PRIMARY AND SECONDARY),07033077146
CHRISTOPHER NUHU ,KADJ GOLD INTERNATIONAL SCHOOL,08032172187
CHRISTOPHER NUHU ,PAKIT FOUNDATION SCHOOL (PRIMARY AND SECONDARY),08036117537
CHRISTOPHER NUHU ,GIFTED SCHOLAR'S ACADEMY (PRIMARY AND SECONDARY),08068421860
CHRISTOPHER NUHU ,BETHEL HEIGHTS BRITISH INTERNATIONAL SCHOOL (PRIMARY AND SECONDARY),08101770171
CHRISTOPHER NUHU ,"GRACELAND ACADEMY, ABUJA",08132637946
CHRISTOPHER NUHU ,CITY OF KNOWLEDEGE INTERNATIONAL SCHOOL,08059299987
CHRISTOPHER NUHU ,FEDERAL SCIENCE AND TECHNOLOGY COLLEGE OROZO,08032857759
CHRISTOPHER NUHU ,MOBIS INTERNATIONAL SCHOOL,08063164424
CHRISTOPHER NUHU ,ASOVILLE INTERNATIONAL SCHOOL ,0803 690 8293
CHRISTOPHER NUHU ,ISLAND OF ROSES ACADEMY,08124886543
CHRISTOPHER NUHU ,LEKCED ACADEMY,08066330752
CHRISTOPHER NUHU ,HAYATUL ISLAM INTERNATIONAL SCHOOL (PRIMARY AND SECONDARY),08058255806
CHRISTOPHER NUHU ,GAINSFIELD ACADEMY,08069794767
CHRISTOPHER NUHU ,AL-IKLAS INTERNATIONAL SCHOOL,08060105209
CHRISTOPHER NUHU ,SOFTNET TECHNOLOGY ACADEMY,08030882719
CHRISTOPHER NUHU ,MIDAMIC YOUNG INTERNATIONAL SCHOOL,08032363367
CHRISTOPHER NUHU ,ASSOVILLE ACADEMY (PRIMARY AND SECONDARY),08036908293
CHRISTOPHER NUHU ,HOLY CHILD COLLEGE (SECONDARY),08037832089
CHRISTOPHER NUHU ,HIGHER GLORY MONTESSORI SCHOOL (PRIMARY AND SECONDARY),08096040855
CHRISTOPHER NUHU ,AMAZING SPRING ACADEMY,08164770467
CHRISTOPHER NUHU ,KIDS MANAGER ACADEMY,08067817580
CHRISTOPHER NUHU ,CAPVILLE SCHOOL,08037123050
CHRISTOPHER NUHU ,OLIVE BROOK ACADEMY,08184751022
CHRISTOPHER NUHU ,ABARI ACADEMY (PRIMARY AND SECONDARY),08069622069
CHRISTOPHER NUHU ,NIGERIAN GHANA INTERNATIONAL ACADEMY,08148680881
CHRISTOPHER NUHU ,KINGDOM HERITAGE CCCG SCHOOL,08072112054
CHRISTOPHER NUHU ,JC BEST SCHOOL INTERNATIONAL SCHOOL,08037200513
CHRISTOPHER NUHU ,KEBI INTERNATIONAL SCHOOL,08060902626
CHRISTOPHER NUHU ,SPRINGTIDE INTERNATIONAL SCHOOL,08133424832
CHRISTOPHER NUHU ,PARKLYN INTERNATIOAL SCHOOL,07017112663
CHRISTOPHER NUHU ,JAHLEN SCHOOLS (PRIMARY AND SECONDARY),08165336188
CHRISTOPHER NUHU ,"GOLDEN GIFT ACADEMY, JABI",08036194646
CHRISTOPHER NUHU ,KHMS JOKWOYI (PRIMARY AND SECONDARY),09121005975
CHRISTOPHER NUHU ,ATVIC INTERNATIONAL SCHOOL,08036491284
CHRISTOPHER NUHU ,BENZI GOD’S FOUNDATION SCHOOL (NURSERY AND PRIMARY) , 07030379340
CHRISTOPHER NUHU ,TREMVILLE ACADEMY (NURSERY AND PRIMARY),08036848263
CHRISTOPHER NUHU ,ZENITH HILLS ACADEMY,08068531613
CHRISTOPHER NUHU ,BEXT PATH ACADEMY (PRIMARY AND SECONDARY),08036457737
CHRISTOPHER NUHU ,HEPHZIBAH BILINGUAL SCHOOL,08148376692
CHRISTOPHER NUHU ,WINKET INTERNATIONAL SHCOOL,07066939656
CHRISTOPHER NUHU ,ADUVE INTERNATIONAL SCHOOL,08089394474
CHRISTOPHER NUHU ,STARVILLE SCHOOL PRIMARY AND SECONDARY SCHOOL,09166962900
CHRISTOPHER NUHU ,"PENIEL INTERNATIONAL ACADEMY, KUBWA",08152363591
CHRISTOPHER NUHU ,ECWA KENT ACADEMY (PRIMARY AND SECONDARY),07065412214
COLLINS NMEREOLE,EL-SHADDAI ACADEMY,08136512407
COLLINS NMEREOLE,ABBAS MAJE SECONDARY SCHOOL,08035869607
COLLINS NMEREOLE,CONVENANT COMPREHENSIVE HIGH SCHOOL,08096250675
COLLINS NMEREOLE,AWAPVILLE ACADEMY,09150641192
COLLINS NMEREOLE,ST THOMAS PRIMARY SCHOOL,07085103452
COLLINS NMEREOLE,SWEETBERRY SCHOOL,08131260074
COLLINS NMEREOLE,SUPREME INTERNATIONAL SCHOOL(SECODARY SCHOOL),07035290408
COLLINS NMEREOLE,SUPREME INTERNATIONAL SCHOOL ( PRIMARY AND NURSERY),08035043082
COLLINS NMEREOLE,TIARA CRADLE ACADEMY,08138544535/ 07036760201
COLLINS NMEREOLE,KINDER HEART ACADEMY ,08035974191
COLLINS NMEREOLE,EARLY RIDE ACADEMY KANO,08066450114
COLLINS NMEREOLE,ST STEPHEN ANGLICAN NURSERY AND PRIMARY SCHOOL,08025550719
COLLINS NMEREOLE,EDDY INTERNATIONAL MONTESSORI NURSERY AND PRIMARY SCHOOL,070310798887
COLLINS NMEREOLE,FAITH OF GROUP SCHOOLS,08134890117
COLLINS NMEREOLE,TRIUMPH MODEL COLLEGE,08163793145
COLLINS NMEREOLE,THE REEDEMERS INTERNATIONAL SCHOOL,07032808005
COLLINS NMEREOLE,DREAM LEARNING SCHOOL,09029926802
COLLINS NMEREOLE,NORTHBURY BRITISH SCHOOL,08039647202
COLLINS NMEREOLE,ISLAMI MEDICAL ASSOCIATION,08057174489
COLLINS NMEREOLE,BRIGHT ACADEMY NURSERY AND PRIMARY SCHOOL,08060311438
COLLINS NMEREOLE,SOUND VIEW INTERNATIONAL SCHOOL,07063601628
COLLINS NMEREOLE,POSITIVE DESTINY ACADEMY KANO,07035986633
COLLINS NMEREOLE,AL-MAHMOOD NURSERY AND PRIMARY SCHOOL,07064457674
COLLINS NMEREOLE,YANDUTSE COLLEGE,08037187836
COLLINS NMEREOLE,CHRIST-LED INTERNATIONAL BAPTIST SCHOOL,08034384638
COLLINS NMEREOLE,BALM OF GILEAD PREPATORY SCHOOL,08064237243
COLLINS NMEREOLE,NORTHSTAR ACADEMY,08033572507
COLLINS NMEREOLE,ASHA INTERNATIONAL MODEL SCHOOL,08143587339
COLLINS NMEREOLE,BEAUTIFUL-LILY MONTESSORI SCHOOL,08177503378
COLLINS NMEREOLE,INTERCONTINENTAL NURSERY AND PRIMARY,08024379700
COLLINS NMEREOLE,INTERCONTINENTAL COLLEGE (KANO),08166566478
COLLINS NMEREOLE,MUHSAID MODEL SCHOOL,08056978487
COLLINS NMEREOLE,BETHLEHEM NURSERY AND PRIMARY SCHOOL,08161282174
COLLINS NMEREOLE,NEW FALCON INTERNATIONAL SCHOOL,08068186775
COLLINS NMEREOLE,FEDERAL GOVERNMENT COLLEGE KANO,08056978487
COLLINS NMEREOLE,SHARON ACADEMY SCHOOL,08036561814
COLLINS NMEREOLE,"BIN-SHARIF NURSERY,PRIMARY AND SECONDARY SCHOOL",08060532876
COLLINS NMEREOLE,SANI YAHAYA MEMORIAL SCHOOL,08138223811
COLLINS NMEREOLE,STEPPING STONE SCHOOL,08125676666
COLLINS NMEREOLE,ANGELIC SHEPHERD ACADEMY,08036190023
COLLINS NMEREOLE,A.B REWARD INTERNATIONAL SCHOOL,08037868424
COLLINS NMEREOLE,EBENZER METHODIST SECONDARY SCHOOL,07032215702
COLLINS NMEREOLE,ST THOMAS SECONDARY SCHOOL,08050897122
COLLINS NMEREOLE,ZION CITY HIGH COLLEGE,09060095090
COLLINS NMEREOLE,LADY BIRD COLLEGE KANO,08064629103
COLLINS NMEREOLE,ASGATE SCHOOL,08083493953
COLLINS NMEREOLE,CHARI PREPARATORY SCHOOL,07063237766
COLLINS NMEREOLE,HOLY TRINITY NURSERY AND PRIMARY SCHOOL,08035629686
COLLINS NMEREOLE,SPRING BLOOM KIDS MONTESSORI ,07036352069
COLLINS NMEREOLE,FIDELITY SCHOOL,08168034547
COLLINS NMEREOLE,A.B INTERNATIONAL,08037868424
COLLINS NMEREOLE,EBENIZA METHODIST ACADXEMY,08138481645
COLLINS NMEREOLE,ANNOOR SCIENCE ACADEMY,09043092455
COLLINS NMEREOLE,DOMINION ROBOTICS ACADEMY,08021373291
COLLINS NMEREOLE,CLAIRE ACADEMY,08157850120
COLLINS NMEREOLE,PACE KID-CARE ACADEMY ,09030329173
COLLINS NMEREOLE,BRAIN MASTER ACADEMY,08131986246
COLLINS NMEREOLE,JOFAY SCHOOL,07046123143
COLLINS NMEREOLE,ANGLICAN HIGH  SENIOR SECONDARY,08039728868
COLLINS NMEREOLE,ANGLICAN HIGH JUNIOR SCHOOL,08036364686
COLLINS NMEREOLE,KANO MONTESSORI PREMIER SCHOOL,08039329313
COLLINS NMEREOLE,CALIPHATE COLLEGE,08103090105
COLLINS NMEREOLE,AL-WAFEER INTERNATIONAL SCHOOL,08135907173
COLLINS NMEREOLE,ALKHAIR ISLAMIC ACADEMY,07016203585
COLLINS NMEREOLE,NEW EGYPT INTERNATIONAL SCHOOL,07062690952
COLLINS NMEREOLE,CUSTOM STAFF SCHOOL,08033977726
COLLINS NMEREOLE,TRIUMPH MODEL SCHOOL,08163793145
COLLINS NMEREOLE,TIMI MONTESSORI ACADEMY,08143610104
COLLINS NMEREOLE,FEDERAL GOVERNMENT GIRLS COLLEGE MINJINIR KANO,08065952427
COLLINS NMEREOLE,TAMBAYA YAHAYA NURSERY SCHOOL,08037219911
COLLINS NMEREOLE,GRANMOLLIS INTERNATIONAL SCHOOL,08030812610
COLLINS NMEREOLE,FAITH GROUP OF SCHOOL,08134890117
COLLINS NMEREOLE,HIGHFLYER ACADEMY KANO,09036651520
COLLINS NMEREOLE,GOBARAU ACADEMY,08038168877
COLLINS NMEREOLE,DIVINE DAUGHTER COLLEGE,08063759341
COLLINS NMEREOLE,SPRING NURSERY AND PRIMARY SCHOOL,07031020534
COLLINS NMEREOLE,TONICHETA INTERNATIONAL SCHOOL,08129150855
COLLINS NMEREOLE,RESEARCHERS INTERNATIONAL SCHOOL KANO,08067961663
COLLINS NMEREOLE,PRECIOUS BEN INTERNATIONAL SCHOOL,08036055688
COLLINS NMEREOLE,THE APOSTOLIC MISSION SCHOOL,07073344274
COLLINS NMEREOLE,DE GATEWAY TO KNOWLEDGE FOR SUCCESS SCHOOL,08104256701
COLLINS NMEREOLE,KINGSWIT INTERNATIONAK SCHOOL,07026668668
COLLINS NMEREOLE,WAMY INTERNATIONAL SCHOOL,08065284046
COLLINS NMEREOLE,ECWA TAMBAYA-YAHAYA ,07065696167
COLLINS NMEREOLE,NEW SALSA INTGERNATGIONAL SCHOOL,08033784942
COLLINS NMEREOLE,ST AUGUSTINE PRIMARY AND SECONDARY SCHOOL,09064748460
COLLINS NMEREOLE,CRESFIELD METROPOLITAN SCHOOL,08135505116
COLLINS NMEREOLE,NEWTON ACADEMY SCHOOL,08065504296
COLLINS NMEREOLE,HALAL GROUP OF SCHOOLS KANO,08039432195
COLLINS NMEREOLE,IKHRA COLLAGE,08034541934
COLLINS NMEREOLE,AL-AZHAR SCHOOL,08165378325
COLLINS NMEREOLE,HOLY TRINITY MISSION SECONDARY SCHOOL,08063423967
COLLINS NMEREOLE,SAHIB SECONDARY SCHOOL,08036350341
COLLINS NMEREOLE,GODS HAND NURSERY AND PRIMARY SCHOOL,08053488800
COLLINS NMEREOLE,BIG TRUST ACADEMY,07040176666
COLLINS NMEREOLE,KUNTAU SCIENCE ACADEMY,07038993856
COLLINS NMEREOLE,SIA SCHOOL,080364993856
COLLINS NMEREOLE,UYIDSA INTERNATIONAL SCHOOL,08068288674
COLLINS NMEREOLE,"TREASURED LIFE ACADEMY NURSERY, PRIMARY AND SECONDARY SCHOOL",08027511807
COLLINS NMEREOLE,ST LOUIS COLLEGE(KANO),08054405707
COLLINS NMEREOLE,KANO CAPITAL SCHOOL,08068145769
COLLINS NMEREOLE,EDDY INTERNATIONAL SCHOOL,07031079887
COLLINS NMEREOLE,IKHRA CRECHE SCHOOL,08167870341
COLLINS NMEREOLE,KANO POLYTECHNIC STAFF SCHOOL,08036569376
COLLINS NMEREOLE,"SHEIKH BASHIR,EL RAYYAH SCHOOL",08062860042
DANIEL MMEYENE,CARLISYL ACADEMY NURSERY AND PRIMARY SCHOOL,070632251180
DANIEL MMEYENE,MARYLAND SCHOOL ,07043257997
DANIEL MMEYENE,REWARD FOUNDATION SCHOOL,08036227388
DANIEL MMEYENE,KING SOLOMON SECONDARY SCHOOL,07086587964
DANIEL MMEYENE,KINGS AND QUEEN,08086363503
DANIEL MMEYENE,FULL LIFE ACADEMY,08023773201
DANIEL MMEYENE,HERITAGE COLLAGE,08037922974
DANIEL MMEYENE,BRICK ACADEMY ,08089355910
DANIEL MMEYENE,SAINT BRAIN COLLAGE,08061689668
DANIEL MMEYENE,SAINT JOHN PAUL,07064878192
DANIEL MMEYENE,ESTEEM SCHOOLS,08106956978
DANIEL MMEYENE,TOP  FAITH INTERNATIONAL SCHOOL,08051139009
DANIEL MMEYENE,TOWER OF IVORY,07062916939
DANIEL MMEYENE,BEULAH INTERNATIONAL SECONDARY  SCHOOL,08063277907
DANIEL MMEYENE,PLATINUM REGAL ACADEMY ,08142136424
DANIEL MMEYENE,AYLWARD SCHOOL,07014955479
DANIEL MMEYENE,REDEMPTION ACADEMY (PRIMARY),08025337918
DANIEL MMEYENE,DIPLOMATIC ACADEMY,08140469593
DANIEL MMEYENE,REDEMPTION ACADEMY (NURSERY),07034365146
DANIEL MMEYENE,MONEF SCHOOLS,08023794138
DANIEL MMEYENE,FEDERAL SCIENCE AND TECHNICAL COLLEGE,08027622111
DANIEL MMEYENE,RAY FIELD INTERNATIONAL SCHOOL,08029426744
DANIEL MMEYENE,ETERNAL SEED INTERN ATIONAL SCHOOL,08039453989
DANIEL MMEYENE,PATFON UNIQUE ACADEMY,07038094947
DANIEL MMEYENE,IMPERIAL NURSERY AND PRIMARY SCHOOL,08028824685
DANIEL MMEYENE,IMPERIAL INTERNATIONAL SCHOOL,07032233283
DANIEL MMEYENE,SUNSHINE HIGH SCHOOL,07034756526
DANIEL MMEYENE,LOTUS SCHOOL,08108131401
DANIEL MMEYENE,REMA GODS GRACE,08064696248
DANIEL MMEYENE,ANIEDI FOUNDATION SCHOOL,08030693245
DANIEL MMEYENE,PEGASUS SCHOOLS,08037276840
DANIEL MMEYENE,SCRIPTURE UNION,08028378589
DANIEL MMEYENE,BRIGHT FUTURE NURSERY AND PRIMARY SCHOOL,08163696657
DANIEL MMEYENE,AUNTIE BASSEY SCHOOLS,08082244395
DANIEL MMEYENE,ANOINTED FUTURE LEADER SCHOOL,08067047225
DANIEL MMEYENE,KINGS KIDS CHRISTIAN HIGH SCHOOL,08030973037
DANIEL MMEYENE,NIGERIAN CHRISTIAN INSTISTUTE,08134109380
DANIEL MMEYENE,CONFIDENCE SCHOOL,07037166495
DANIEL MMEYENE,GLOBAL ICON ,08028950117
DANIEL MMEYENE,KAY KAY DIGNITY SHCHOOL,08108580679
DANIEL MMEYENE,GRABEN INTERNATIONAL SECONDARY SCHOOL,07031985467
DANIEL MMEYENE,ANNOINTED FUTURE LEADER SCHOOLS,08067047225
DANIEL MMEYENE,CENTENARY STAR SCHOOL,08132899516
DANIEL MMEYENE,TOP  FAITH INTERNATIONAL SCHOOL,08151906555
DANIEL MMEYENE,AMAZING CRACE SCHOOLS,08061145574
DANIEL MMEYENE,JOHN PAUL 11 SEMINARIUM,07064878192
DANIEL MMEYENE,SACRED HEART,07017475704
DANIEL MMEYENE,GLAD TIDING ACADEMY,07068578415
DANIEL MMEYENE,TRINITY,08060203127
DANIEL MMEYENE,UNIVERSITY OF UYO STAFF SCHOOL,08121205190
DANIEL MMEYENE,HELEN BRITISH SCHOOL,08033387672
DANIEL MMEYENE,PLATINUM REGAL ACADEMY UYO,08142136424
DANIEL MMEYENE,CARDINAL EKANEM,08022415533
DANIEL MMEYENE,LITTLE FLOWER SCHOOL,09111003333
DANIEL MMEYENE,JESUS SAVES SCHOOLS ,09064652375
DANIEL MMEYENE,PECULIAR PEOPLE SCHOOL,08062081238
DANIEL MMEYENE,MODERN TRAINING INSITITUTE,07068730505
DANIEL MMEYENE,WINGS ACADEMY,07065033338
DANIEL MMEYENE,TUSTEPS ACADEMY,08025919775
DANIEL MMEYENE,NOBLE SCHOOLS,07039691105
DANIEL MMEYENE,ROSYHILLS INTERNATIONAL SCHOOL,08038784054
DANIEL MMEYENE,CENTENARY SECONDARY SCHOOL,08033872212
DANIEL MMEYENE,DOVE NURSERY AND PRIMARY SCHOOL,08035727967
DANIEL MMEYENE,GOLDEN DESTINY ACADEMY,08035012060
DANIEL MMEYENE,KINGS KIDS,07086791928
DANIEL MMEYENE,KING SOLOMON NURSERY AND PRIMARY SCHOOL,08032155606
DANIEL MMEYENE,ADIAHAOBONG SECONDARY COMMERCIAL SCHOOL,08029120890
DANIEL MMEYENE,CHRIST THE KING NURSERY AND PIRMARY SCHOOL,08066068951
DANIEL MMEYENE,ADIAHA OBONG NURSERY AND PRIMARY SCHOOL,08038644615
DANIEL MMEYENE,FULL LIFE ACADEMY(SECONDARY),08035449816
DANIEL MMEYENE,SAINT COLLEGE,08065336445
DANIEL MMEYENE,HANDMAID PRINCE OF PEACE MONTESSORI SCHOOL,07032836670
DANIEL MMEYENE,CHRIST THE KING COLLEGE,08066068951
DANIEL MMEYENE,MAVSEN BRITISH SCHOOL,08039439141
DANIEL MMEYENE,NCI EARLY LEARNING CENTER,07036200834
DANIEL MMEYENE,SUMSCRIPT SCHOOL,08023501585
DANIEL MMEYENE,BRIGHT STAR MODELSECONDARY SCHOOL,09050735287
DANIEL MMEYENE,DRUSILLA-VIENSA ACADEMY,08032939489
DANIEL MMEYENE,PACIFIC MONTESSORI ,07038311390
DANIEL MMEYENE,GILGAL INTERNATIONAL SCHOOLS,07035128262
DANIEL MMEYENE,LEARNERS FIELD NURSERY/PRIMARY SCHOOL,08025461212
DANIEL MMEYENE,PAN AFRICA COMPREHENSIVE SECONDARY SCHOOL,07065114247
DANIEL MMEYENE,FEDERALGOVERNMENT COLLEGE  IKOT STAFF SCHOOL,08063780407
DANIEL MMEYENE,MOTHER'S PRIDE,08102427410
DANIEL MMEYENE,FLOWITON HIGH SCHOOL,08032152572
DANIEL MMEYENE,KINGDOM WORD CONVENANT ACADEMY,08024086690
DANIEL MMEYENE,FLOWINTON MONTESSORI SCHOOL,08135297293
DANIEL MMEYENE,RAY FIELD INTERNATIONLA SCHOOL ,08082433161
DANIEL MMEYENE,STAR BREED INTERNATIONAL SCHOOLS,07085141513
DANIEL MMEYENE,ALL GRACE SCHOOLS,07030296593
DANIEL MMEYENE,FEDERAL GOVERNMENT COLLEGE IKOT EKPENE,07081812818
DANIEL MMEYENE,GRABEN INTERNATIONAL NURSERY AND PRIMARY SCHOOL,07039751724
DANIEL MMEYENE,"MONIKA KINDERGARTEN, AKWA IBOM",09066602739
DANIEL MMEYENE,BRIGHT FUTURE COLLEGE,07063490019
DANIEL MMEYENE,HEAVENLY STAR INTERNATIONAL SCHOOL,08037104980
DANIEL MMEYENE,APOSTOLIC MODEL SCHOOLS, 07037351937
DANIEL MMEYENE,HERALD INTERNATIONAL ACADEMY,08105634055
DANIEL MMEYENE,QUEEN OF APOSTLE SEMINARY,08068954538
DANIEL MMEYENE,HOLY FAMILY COLLEGE,08028918572
DANIEL MMEYENE,MIYONG CITY MODEL SECONDARY SCHOOL,08022527546
DANIEL MMEYENE,"FEDERAL GOVERNMENT COLLEGE, IKOT OBIO ITONG",07068065827
DANIEL MMEYENE,SEASON SHCOOLS,08141180671
DANIEL MMEYENE,JOY PRIME SCHOOLS,08136027073
DANIEL MMEYENE, PRIMECARE SCHOOLS,08031352063
DANIEL MMEYENE,QUA IBOE CHURCH NURSERY AND PRIMARY SCHOOL,08023244949
DANIEL MMEYENE,GROOVES MEMORIAL WESLEY,07037680062
DANIEL MMEYENE,NADI SCHOOL,07037694198
DANIEL MMEYENE,CROWN OF WISDOM HIGH SCHOOL,08149626519
DANIEL MMEYENE,GOLDEN UYO CITY ACADEMY,08027482446
DANIEL MMEYENE,ROYAL NEFSEA INTERNATIONAL SCHOOL,07055557924
DANIEL MMEYENE,EARLYDAYS SCHOOL,09034690088
DANIEL MMEYENE,REVELATION SECONDARY SCHOOL,08025736352
DANIEL MMEYENE,ST VINCENT CENTER,07080450946
DANIEL MMEYENE,FORESIGHT SECONDARY SCHOOL (AKWA IBOM),08108407784
DANIEL MMEYENE,RONINAL ACADEMY,08069599339
DANIEL MMEYENE,UNIQUE AMBASSADORS ROYAL SCHOOL,08059413342
DANIEL MMEYENE,PRESVILL ACADEMY,07082238790
DANIEL MMEYENE,MERIT-EXCEL INTERNATIONAL SCHOOL,07034448878
DANIEL MMEYENE,OVERCOMERS SCHOOLS,08068397547
DANIEL MMEYENE,SHAMMAH CHRISTIAN SCHOOL,08032623178
DANIEL MMEYENE,NESON SCHOOL,07017244566
DANIEL MMEYENE,EMMA CHILDREN SCHOOLS,07043366408
DANIEL MMEYENE,TONYLLEN ACADEMY,080668821207
DANIEL MMEYENE,SUREWAY MODEL ACADEMY,08035154013
DANIEL MMEYENE,BRIGHT FUTURE NURSERY AND PRIMARY SCHOOL,07063490019
DANIEL MMEYENE,WORD OF FAITH INTERNATIONAL (AKWA IBOM),08039106921
DANIEL MMEYENE,MARYLAND PRESTIGIOUS INTERNATIONAL SCHOOL,08061289223
DANIEL MMEYENE,FORESIGHT NURSERY AND PRIMARY SCHOOL,08108407784
DANIEL MMEYENE,TREVILLE INTERNATIONAL SCHOOL,09125412597
DANIEL MMEYENE,ARCONI ACADEMY,08036526585
DANIEL MMEYENE,ETERNAL SEED SECONDARY SCHOOL,07032966699
DANIEL MMEYENE,GRACE CITADEL SCHOOL,08123010422
DANIEL MMEYENE,PINNACLE SCHOOL,07067419168
DANIEL MMEYENE,KINGDOM HERITAGE MODEL SCHOOL,07089576412
DAVID NNOROM,DAVID NNOROM ( CASH SALES A/C ),080
IFEYINWA MBAH,HIGH GATE SCHOOL,08090971911
IFEYINWA MBAH,E GREG SCHOOL,07025362730
IFEYINWA MBAH,AN-NASIR SCHOOL,08066367554
IFEYINWA MBAH,STELL MARIS PRIVATE SCHOOL,08104469540
IFEYINWA MBAH,VIC TAB NURSERY AND PRIMARY SCHOOL,07060889458
IFEYINWA MBAH,MULBERY PRIVATE SCHOOL,08162849616
IFEYINWA MBAH,MURT VILLE ,07059509754
IFEYINWA MBAH,CHRIS KIDDIES NURSERY AND PRIMARY SCHOOL,09091351609
IFEYINWA MBAH,JOESTH VILLE SCHOOL,08030993709
IFEYINWA MBAH,GLORIOUS BEPTISH SCHOOL,09017097441
IFEYINWA MBAH,MARYLAND COMPREHENSIVE SCHOOL,08023230290
IFEYINWA MBAH,MBARI MBAYO SCHOOLS,09090013423
IFEYINWA MBAH,OSTEMVILLE MARANTHA SCHOOL,08181411846
IFEYINWA MBAH,SUNSHINE NURSERY AND PRIMARY SCHOOL,08145874062
IFEYINWA MBAH,ABBY SUCCESS SCHOOL ,08139442345
IFEYINWA MBAH,WISDOM SCHOOL,08023111991
IFEYINWA MBAH,KNOWLEDGE BANQUET SCHOOL,070125293651
IFEYINWA MBAH,ADVANCE SCHOOL,08039193412
IFEYINWA MBAH,"IKY UNIQUE NURSERY,PRIMARY SCHOOL",07016524569
IFEYINWA MBAH,FIRST BLOSSOM SCHOOLS,08032121083
IFEYINWA MBAH,KING STONE BRIDGE SCHOOL,09075990416
IFEYINWA MBAH,CHIDERA COLLEGE,081404007
IFEYINWA MBAH,HONEY TREES,07064289421
IFEYINWA MBAH,PELADI SCHOOL,08033525659
IFEYINWA MBAH,WINNERS SCHOOL ,08036292797
IFEYINWA MBAH,LEARNING GATE SCHOOL,07060416673
IFEYINWA MBAH,OLLY ROCK SCHOOL,07063113674
IFEYINWA MBAH,TRIPLE E START SCHOOL,080207927011
IFEYINWA MBAH,EASY GOLD NURSERY AND PRIMARY SCHOOL,08167631752
IFEYINWA MBAH,AL-IKHLAAS NURSERY AND PRIMARY SCHOOL,08145874062
IFEYINWA MBAH,LABEO COMPREHENSIVE SCHOOL,08122202659
IFEYINWA MBAH,SAM 'O NURSERY AND PRIMARY SCHOOL,08032561660
IFEYINWA MBAH,IMPACT MAKERS SCHOOL,09026903918
IFEYINWA MBAH,KINDS ARE TOP SCHOOL,09026903918
IFEYINWA MBAH,FSTC YABA,08034740484
IFEYINWA MBAH,KINGS KIDDIES SCHOOL,07071380271
IFEYINWA MBAH,GYASI SCHOOL,08068339271
IFEYINWA MBAH,FIRST BLOSOM SCHOOL,08032121083
IFEYINWA MBAH,SOUTH MEAP INTERNATIONLA SCHOOL,08174379524
IFEYINWA MBAH,GOD FIRST CHILDREN SCHOOL,08151760318
IFEYINWA MBAH,ADEX SCHOOL,07078208285
IFEYINWA MBAH,ATOZ SCHOOL,09122295555
IFEYINWA MBAH,MICMARY SCHOOL,0907347288
IFEYINWA MBAH,CIFMAN COLLEGE,08020822265
IFEYINWA MBAH,KINGS COLLEGE LAGOS,0803779562
IFEYINWA MBAH,CHISLON BREED SCHOOL,08052358419
IFEYINWA MBAH,"FEDERAL GOVERNMENT COLLEGE, IJAKIN LAGOS",09152424462
IFEYINWA MBAH,TOTAL INTERGRITY SCHOOL,08060866569
IFEYINWA MBAH,MARANATHA SCHOOLS,08029711344
IFEYINWA MBAH,JOEGIDREAT ROYAL ,08035639097
IFEYINWA MBAH,YOUNGOLD MON SCHOOL,07055773091
IFEYINWA MBAH,TRUSTY CHILD PRIVATE SCHOOL,08035015151
IFEYINWA MBAH,HALVAN HILL SCHOOL,081393662841
IFEYINWA MBAH,ABRAHAM SEED SCHOOL,08146817873
IFEYINWA MBAH,GATE OF HEAVEN MONTESSORI SCHOOL,08054093815
IFEYINWA MBAH,NEW MAINLAND SCHOOL,08086999392
IFEYINWA MBAH,LEELAND SCHOOLS,08029421954
IFEYINWA MBAH,BOLU GENERATION NURSERY AND PRIMRY SCHOL,07060889458
IFEYINWA MBAH,GOOD VENA SCHOOL,08181172758
